"","Rubrica","UF","Data","Valor"
"5533","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2010-03-31",78511253
"5534","Total-Receitas","MA","2010-03-31",617554275
"5535","Total-Despesas","MA","2010-03-31",607700190
"5536","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2010-04-30",236667877
"5537","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2010-04-30",11965523
"5538","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2010-04-30",68379863
"5539","Total-Receitas","MA","2010-04-30",715219296
"5540","Total-Despesas","MA","2010-04-30",641455710
"5541","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2010-05-31",231171386
"5542","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2010-05-31",12485403
"5543","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2010-05-31",78283233
"5544","Total-Receitas","MA","2010-05-31",708098229
"5545","Total-Despesas","MA","2010-05-31",684072862
"5546","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2010-06-30",232029025
"5547","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2010-06-30",11468991
"5548","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2010-06-30",66212508
"5549","Total-Receitas","MA","2010-06-30",600114578
"5550","Total-Despesas","MA","2010-06-30",681867820
"5551","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2010-07-31",199817170
"5552","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2010-07-31",9962837
"5553","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2010-07-31",56577787
"5554","Total-Receitas","MA","2010-07-31",551844959
"5555","Total-Despesas","MA","2010-07-31",582172425
"5556","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2010-08-31",184261103
"5557","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2010-08-31",9899758
"5558","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2010-08-31",63235739
"5559","Total-Receitas","MA","2010-08-31",624114696
"5560","Total-Despesas","MA","2010-08-31",522939185
"5561","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2010-09-30",187956406
"5562","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2010-09-30",9149637
"5563","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2010-09-30",55956654
"5564","Total-Receitas","MA","2010-09-30",615865317
"5565","Total-Despesas","MA","2010-09-30",443790260
"5566","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2010-10-31",199261445
"5567","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2010-10-31",10875322
"5568","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2010-10-31",64836267
"5569","Total-Receitas","MA","2010-10-31",657066517
"5570","Total-Despesas","MA","2010-10-31",508349199
"5571","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2010-11-30",267814039
"5572","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2010-11-30",11176708
"5573","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2010-11-30",100380576
"5574","Total-Receitas","MA","2010-11-30",700618964
"5575","Total-Despesas","MA","2010-11-30",813090359
"5576","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2010-12-31",421015689
"5577","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2010-12-31",24446099
"5578","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2010-12-31",114500412
"5579","Total-Receitas","MA","2010-12-31",806899870
"5580","Total-Despesas","MA","2010-12-31",1288522698
"5581","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2011-01-31",197311070
"5582","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2011-01-31",9880121
"5583","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2011-01-31",68539644
"5584","Total-Receitas","MA","2011-01-31",745996661
"5585","Total-Despesas","MA","2011-01-31",449886754
"5586","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2011-02-28",207211821
"5587","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2011-02-28",15398324
"5588","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2011-02-28",56959630
"5589","Total-Receitas","MA","2011-02-28",746951402
"5590","Total-Despesas","MA","2011-02-28",447888808
"5591","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2011-03-31",242014933
"5592","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2011-03-31",15992781
"5593","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2011-03-31",78538835
"5594","Total-Receitas","MA","2011-03-31",714808268
"5595","Total-Despesas","MA","2011-03-31",621676038
"5596","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2011-04-30",250587880
"5597","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2011-04-30",14789737
"5598","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2011-04-30",74286375
"5599","Total-Receitas","MA","2011-04-30",797258479
"5600","Total-Despesas","MA","2011-04-30",675512957
"5601","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2011-05-31",246542753
"5602","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2011-05-31",16007072
"5603","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2011-05-31",78577670
"5604","Total-Receitas","MA","2011-05-31",798523903
"5605","Total-Despesas","MA","2011-05-31",651228876
"5606","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2011-06-30",263898594
"5607","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2011-06-30",15890168
"5608","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2011-06-30",79781771
"5609","Total-Receitas","MA","2011-06-30",732513059
"5610","Total-Despesas","MA","2011-06-30",641980819
"5611","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2011-07-31",267828654
"5612","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2011-07-31",16727002
"5613","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2011-07-31",79247159
"5614","Total-Receitas","MA","2011-07-31",691791260
"5615","Total-Despesas","MA","2011-07-31",659144435
"5616","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2011-08-31",247266759
"5617","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2011-08-31",15461068
"5618","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2011-08-31",80556160
"5619","Total-Receitas","MA","2011-08-31",756706971
"5620","Total-Despesas","MA","2011-08-31",641482151
"5621","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2011-09-30",226280448
"5622","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2011-09-30",13901422
"5623","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2011-09-30",70163404
"5624","Total-Receitas","MA","2011-09-30",702272103
"5625","Total-Despesas","MA","2011-09-30",602166094
"5626","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2011-10-31",218983383
"5627","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2011-10-31",13922905
"5628","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2011-10-31",67975349
"5629","Total-Receitas","MA","2011-10-31",769057645
"5630","Total-Despesas","MA","2011-10-31",623583315
"5631","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2011-11-30",255839736
"5632","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2011-11-30",15025138
"5633","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2011-11-30",89728580
"5634","Total-Receitas","MA","2011-11-30",823882627
"5635","Total-Despesas","MA","2011-11-30",769906626
"5636","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2011-12-31",400862733
"5637","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2011-12-31",26011890
"5638","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2011-12-31",114006945
"5639","Total-Receitas","MA","2011-12-31",992885130
"5640","Total-Despesas","MA","2011-12-31",1176926925
"5641","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2012-01-31",267207499
"5642","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2012-01-31",13071912
"5643","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2012-01-31",81570779
"5644","Total-Receitas","MA","2012-01-31",924331743
"5645","Total-Despesas","MA","2012-01-31",511998549
"5646","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2012-02-29",276226444
"5647","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2012-02-29",17889282
"5648","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2012-02-29",85259988
"5649","Total-Receitas","MA","2012-02-29",920006283
"5650","Total-Despesas","MA","2012-02-29",551862762
"5651","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2012-03-31",235918639
"5652","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2012-03-31",13934311
"5653","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2012-03-31",77235944
"5654","Total-Receitas","MA","2012-03-31",890305437
"5655","Total-Despesas","MA","2012-03-31",650438530
"5656","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2012-04-30",251351607
"5657","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2012-04-30",13827054
"5658","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2012-04-30",72352924
"5659","Total-Receitas","MA","2012-04-30",915545400
"5660","Total-Despesas","MA","2012-04-30",739480200
"5661","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2012-05-31",328117616
"5662","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2012-05-31",19764905
"5663","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2012-05-31",111636102
"5664","Total-Receitas","MA","2012-05-31",933371281
"5665","Total-Despesas","MA","2012-05-31",854133009
"5666","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2012-06-30",343132587
"5667","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2012-06-30",18478396
"5668","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2012-06-30",94433444
"5669","Total-Receitas","MA","2012-06-30",822339467
"5670","Total-Despesas","MA","2012-06-30",886008959
"5671","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2012-07-31",266636556
"5672","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2012-07-31",15426843
"5673","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2012-07-31",75984103
"5674","Total-Receitas","MA","2012-07-31",827449786
"5675","Total-Despesas","MA","2012-07-31",827916213
"5676","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2012-08-31",230618030
"5677","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2012-08-31",12903363
"5678","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2012-08-31",76669894
"5679","Total-Receitas","MA","2012-08-31",846836294
"5680","Total-Despesas","MA","2012-08-31",779370562
"5681","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2012-09-30",253833342
"5682","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2012-09-30",15251139
"5683","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2012-09-30",84609034
"5684","Total-Receitas","MA","2012-09-30",793026288
"5685","Total-Despesas","MA","2012-09-30",754863002
"5686","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2012-10-31",281553644
"5687","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2012-10-31",15251594
"5688","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2012-10-31",79751367
"5689","Total-Receitas","MA","2012-10-31",823691323
"5690","Total-Despesas","MA","2012-10-31",777902394
"5691","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2012-11-30",301993220
"5692","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2012-11-30",15697697
"5693","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2012-11-30",112555177
"5694","Total-Receitas","MA","2012-11-30",878422516
"5695","Total-Despesas","MA","2012-11-30",854951327
"5696","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2012-12-31",426126400
"5697","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2012-12-31",25785639
"5698","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2012-12-31",110972919
"5699","Total-Receitas","MA","2012-12-31",935257393
"5700","Total-Despesas","MA","2012-12-31",1220175295
"5701","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2013-01-31",249036408
"5702","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2013-01-31",10603407
"5703","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2013-01-31",66285542
"5704","Total-Receitas","MA","2013-01-31",925031950
"5705","Total-Despesas","MA","2013-01-31",533775724
"5706","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2013-02-28",248461478
"5707","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2013-02-28",17137795
"5708","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2013-02-28",88303567
"5709","Total-Receitas","MA","2013-02-28",1005587056
"5710","Total-Despesas","MA","2013-02-28",607127772
"5711","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2013-03-31",320534907
"5712","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2013-03-31",16882975
"5713","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2013-03-31",104443787
"5714","Total-Receitas","MA","2013-03-31",888069485
"5715","Total-Despesas","MA","2013-03-31",779218317
"5716","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2013-04-30",315563977
"5717","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2013-04-30",18586819
"5718","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2013-04-30",93213254
"5719","Total-Receitas","MA","2013-04-30",934319439
"5720","Total-Despesas","MA","2013-04-30",852455483
"5721","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2013-05-31",366948027
"5722","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2013-05-31",21114481
"5723","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2013-05-31",115460342
"5724","Total-Receitas","MA","2013-05-31",963658930
"5725","Total-Despesas","MA","2013-05-31",924731547
"5726","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2013-06-30",370053267
"5727","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2013-06-30",19981778
"5728","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2013-06-30",113550428
"5729","Total-Receitas","MA","2013-06-30",864493012
"5730","Total-Despesas","MA","2013-06-30",890363182
"5731","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2013-07-31",321066816
"5732","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2013-07-31",16248286
"5733","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2013-07-31",87844608
"5734","Total-Receitas","MA","2013-07-31",776647004
"5735","Total-Despesas","MA","2013-07-31",865696796
"5736","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2013-08-31",285931955
"5737","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2013-08-31",17598843
"5738","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2013-08-31",100770062
"5739","Total-Receitas","MA","2013-08-31",839162762
"5740","Total-Despesas","MA","2013-08-31",864479752
"5741","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2013-09-30",313771396
"5742","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2013-09-30",20051355
"5743","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2013-09-30",74759070
"5744","Total-Receitas","MA","2013-09-30",834003361
"5745","Total-Despesas","MA","2013-09-30",863767722
"5746","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2013-10-31",333412478
"5747","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2013-10-31",16036554
"5748","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2013-10-31",126342446
"5749","Total-Receitas","MA","2013-10-31",837042551
"5750","Total-Despesas","MA","2013-10-31",923177578
"5751","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2013-11-30",300912516
"5752","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2013-11-30",9720854
"5753","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2013-11-30",111413257
"5754","Total-Receitas","MA","2013-11-30",883736901
"5755","Total-Despesas","MA","2013-11-30",898195763
"5756","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2013-12-31",493149931
"5757","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2013-12-31",34557216
"5758","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2013-12-31",135328308
"5759","Total-Receitas","MA","2013-12-31",1089622046
"5760","Total-Despesas","MA","2013-12-31",1409101514
"5761","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2014-01-31",279639226
"5762","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2014-01-31",33105674
"5763","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2014-01-31",89868441
"5764","Total-Receitas","MA","2014-01-31",1186588327
"5765","Total-Despesas","MA","2014-01-31",719221361
"5766","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2014-02-28",301240593
"5767","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2014-02-28",62213808
"5768","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2014-02-28",96508384
"5769","Total-Receitas","MA","2014-02-28",1186802702
"5770","Total-Despesas","MA","2014-02-28",897610694
"5771","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2014-03-31",337489376
"5772","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2014-03-31",53786252
"5773","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2014-03-31",104566650
"5774","Total-Receitas","MA","2014-03-31",905528096
"5775","Total-Despesas","MA","2014-03-31",982206484
"5776","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2014-04-30",356788048
"5777","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2014-04-30",60141211
"5778","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2014-04-30",118194096
"5779","Total-Receitas","MA","2014-04-30",926782559
"5780","Total-Despesas","MA","2014-04-30",1063660430
"5781","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2014-05-31",395305703
"5782","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2014-05-31",67576999
"5783","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2014-05-31",150491429
"5784","Total-Receitas","MA","2014-05-31",1118468816
"5785","Total-Despesas","MA","2014-05-31",1140756754
"5786","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2014-06-30",423429557
"5787","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2014-06-30",66773375
"5788","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2014-06-30",112201942
"5789","Total-Receitas","MA","2014-06-30",1044505043
"5790","Total-Despesas","MA","2014-06-30",1112032742
"5791","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2014-07-31",401454220
"5792","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2014-07-31",64478180
"5793","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2014-07-31",108385220
"5794","Total-Receitas","MA","2014-07-31",943077024
"5795","Total-Despesas","MA","2014-07-31",1211861410
"5796","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2014-08-31",330289085
"5797","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2014-08-31",55597247
"5798","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2014-08-31",126396553
"5799","Total-Receitas","MA","2014-08-31",1008331592
"5800","Total-Despesas","MA","2014-08-31",1110666454
"5801","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2014-09-30",299743546
"5802","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2014-09-30",51634509
"5803","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2014-09-30",110567085
"5804","Total-Receitas","MA","2014-09-30",975789374
"5805","Total-Despesas","MA","2014-09-30",1139163362
"5806","211-REMUNERACAO DE EMPREGADOS - SALARIOS E VENCIMENTOS","MA","2014-10-31",306524404
"5807","212-REMUNERACAO DE EMPREGADOS - CONTRIBUICOES SOCIAIS","MA","2014-10-31",47851039
"5808","273-BENEFICIOS SOCIAIS - BENEFICIOS SOCIAIS DO EMPREGADOR","MA","2014-10-31",83955588
